rank,address,display_name,account_value,vlm_week,vlm_month,pnl_month,activity_score
1,0x85ecf584f25db6f146718b86d493e33c5af72052,,58662764.081011,11707322898.240002,36332230229.880005,-192741.344034,48039553128.12001
2,0xf5d81a135f756ca16544e53c20fc20643ec3ad53,,56380543.137619,6075278707.469998,28458958804.67,-3875564.9624660006,34534237512.14
3,0x8c625ff57d8a4374784c7eff585dfdc42ccec974,,3658905.60961,7771653655.370002,23913844722.090008,1161393.6899229996,31685498377.46001
4,0x399965e15d4e61ec3529cc98b7f7ebb93b733336,,23858110.812896997,6948697375.97,23885404321.35999,3974789.9630089994,30834101697.32999
5,0x87f9cd15f5050a9283b8896300f7c8cf69ece2cf,,109744904.45905094,6783590358.709998,19961213270.4,-8261033.047452002,26744803629.11
6,0x7839e2f2c375dd2935193f2736167514efff9916,,11229705.838546002,6815317482.0,18421146384.810005,4745913.0673589995,25236463866.810005
7,0xff4cd3826ecee12acd4329aada4a2d3419fc463c,,39672437.349116996,5174150986.09,15352478968.040003,-664008.148412,20526629954.130005
8,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,,117349798.997436,5151992342.0,13748493016.54,-9176039.476813,18900485358.54
9,0xdf9ea6ec3b7109935ccb4fb267e15ac1fb077ab1,,3947475.2457460007,2509713919.9600005,9727903242.520006,-162563.854645,12237617162.480007
10,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,,23288583.787743002,3257048527.9200006,8461876359.56,1909241.494905,11718924887.480001
11,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,beatmaker1@proton.me,6750368.975222,2561184391.75,6133720156.13,-140099.761442,8694904547.880001
12,0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,,16988216.910550997,1465934851.93,7081321126.710001,1517892.510307,8547255978.640001
13,0x10f1d87fbb7617df5641d1c2bcb26f143f43202f,,1311668.357517,2982081524.88,4356971117.62,-866449.257818,7339052642.5
14,0xfc667adba8d4837586078f4fdcdc29804337ca06,,72585926.916352,1024879949.98,5942859708.57,-6469746.105664,6967739658.549999
15,0xe357fa9fecb084f0303ff341b0bc55c89f2bb5ce,,9640766.954778,1765471431.54,4584717888.750001,269869.034248,6350189320.290001
16,0x9546b9d4103be41ce13483a8f299d0df0eeb181c,,3821232.510755,2230573994.81,3535435794.34,3714934.423009,5766009789.15
17,0x3bcae23e8c380dab4732e9a159c0456f12d866f3,,8803775.154336,1274792785.58,3359522232.38,-2090561.762025,4634315017.96
18,0xfc27136e42af1732ddc9ce2605ea9bff1b959d9d,Bronny James,37496879.714974,772199233.82,3839584696.83,-4207894.015384,4611783930.65
19,0xeeb56331b6a250fe2dbc123f08bdb87aa9840464,,11076992.774011,1169693659.02,2967093160.7399993,591004.3948260001,4136786819.7599993
20,0xe4c6ae25959d7fc66cf2dd5965fb78c5e09c4048,,875145.173968,1204828581.4300003,2835309898.7000012,174709.805603,4040138480.1300015
21,0x023a3d058020fb76cca98f01b3c48c8938a22355,Auros,40113352.666033,875981401.49,3151067862.71,-3708164.849257,4027049264.2
22,0x4e23288cee4960f9f962195c22948e4bc7ae20c3,,25376024.406916,791280704.0,2987222628.76,1906004.093677,3778503332.76
23,0x1c1c270b573d55b68b3d14722b5d5d401511bed0,Greg,1092054.766539,770801393.42,2889157456.05,190194.416245,3659958849.4700003
24,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,MachiBigBrother,7813035.976454,1625121692.46,1965934346.97,7150659.242697,3591056039.4300003
25,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,,1474634.291602,785328500.89,2587990332.7,-3251790.521087,3373318833.5899997
26,0x04dbde5c9d1e6a3239c8ff8ee3fca386a4a3c605,,608284.272689,565387193.1500001,2716121548.73,248759.855186,3281508741.88
27,0x50b309f78e774a756a2230e1769729094cac9f20,,1535651.01372,1056626107.91,2180038541.49,-779931.693054,3236664649.3999996
28,0x31dea2516beee92135b96f464eeec3cf292a13f2,,12904297.285123,857002195.1,2128309415.2,171144.120475,2985311610.3
29,0xa2aba48c45719262eee06ecf328ca4dce7e750d9,,1932710.2461129997,434729345.37,2373869602.24,-170336.24214,2808598947.6099997
30,0xad8be12a452b5b8f9ad9883f6e8e67536627db4b,,920980.2408390001,727990975.53,1908974395.4,122233.863876,2636965370.9300003
31,0xf84d8d3863043d578b17c1f76dded6655d1f05fc,,1131572.209796,544916643.54,2075829101.6100001,240689.198084,2620745745.15
32,0x49e96e255ba418d08e66c35b588e2f2f3766e1d0,Season 3 or The Rope,28717271.534576,487574512.18,2111679818.42,-3461906.8582140002,2599254330.6
33,0x90b5e0c5ca3b0c0c47b575b0f62c07eb8b39b010,,836369.253589,781295140.04,1796429589.59,-1201783.826617,2577724729.63
34,0x862dd8e68f30693e3d3c9daa42a440bc6d2a1f0c,,5014369.677054,832832178.8399999,1700501057.1299999,1507707.6226759998,2533333235.97
35,0x856c35038594767646266bc7fd68dc26480e910d,,75995458.143121,679737509.26,1773438657.78,6349111.687234,2453176167.04
36,0x004edcd40360e293e4cf260d2ebdf8c7076c1bb8,,1144815.341718,422615641.33,1952535608.12,-4134127.820862,2375151249.45
37,0x7fdafde5cfb5465924316eced2d3715494c517d1,BobbyBigSize,50553275.873432994,487145841.82000005,1747014705.32,-26961238.908813998,2234160547.14
38,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,,9134290.862028,666367756.3399999,1353807339.54,-2413488.484768,2020175095.8799999
39,0x5a79e8ec9e79fdc4b1dafba71d7d02a60e3952b6,,88159.695392,671894368.29,1310372238.25,226305.785392,1982266606.54
40,0x01d734e9e7847248864c2c7bbab16c4d5e04a990,,1432808.8669699999,102713159.79,1662052968.36,1501419.3532330003,1764766128.1499999
41,0xbeccae9ffcb69e9d42a1d4e744abf8056149562d,,950468.63855,427417502.99,1251619338.73,622966.10258,1679036841.72
42,0x6355f7cf36b24044cd5b089a845113327d0ee58e,,13273854.764016,341911244.44,1301796268.38,236489.871927,1643707512.8200002
43,0x1367df28c0681431b8a8f3d887576a1cad85560e,we love u jeff,5584736.607005,357995682.44,1228097863.79,1419099.551513,1586093546.23
44,0x68bd85dc5c94a5511e959d299617eb19cd26c298,,2981907.0007890007,287102491.89000005,1231226113.64,403541.188643,1518328605.5300002
45,0xdcac85ecae7148886029c20e661d848a4de99ce2,,16987326.807724003,392858491.47999996,1081873259.75,721737.8063119997,1474731751.23
46,0x8eff8ff863c1a54ec6697b7ad98fe30aa344bd5e,,481232.130019,86314235.32,1355976129.12,-3656394.538307,1442290364.4399998
47,0x9cc53c5af67fb83a16cc41f61e242bade875ab3d,,804409.483236,92543698.89,1322239985.95,-2921208.669561,1414783684.8400002
48,0x079915ea247f1abdeb200cb0f090d58eb0f8d26c,,64106.562802,527629388.67,840997047.46,-328729.329259,1368626436.13
49,0x66f889094739dbb7d20aa60f645acd88feba75a9,,1599322.341277,159413455.09,1208821121.5,-5344018.496576,1368234576.59
50,0x7c930969fcf3e5a5c78bcf2e1cefda3f53e3c8fd,,204617.095354,41230839.18,1267083454.05,-1009790.1679919998,1308314293.23
51,0x6ba889db7f923622d3548f621ecc2054b80c1817,,8548388.146977,365167632.15,937010334.61,2702799.391095,1302177966.76
52,0x469e9a7f624b04c24f0e64edf8d8a277e6bf58a5,,20120067.229657,309602458.9,989255114.42,5136943.213316,1298857573.32
53,0x61ceef212ff4a86933c69fb6aca2fe35d8f2a62b,,6324004.09496,565799810.95,703885832.81,-3213585.56955,1269685643.76
54,0xb07856ebcb6b37967eaf7c4b4e64dcce28c6de15,,6945499.568403,177371482.51,1084314350.07,613394.638182,1261685832.58
55,0x32008fcb6bbd16532afc83ca8b6c920dde22c407,,12798681.859709,223396951.95,1010698411.71,5256694.155729,1234095363.66
56,0xb67c4c91728e6865b216e11d54b50c75bbd3fd5f,,21699.615881,363252940.14,846295192.47,-227030.604238,1209548132.6100001
57,0xd9a5a1eb7e72c8d3fc3ff633e1ac1897f948bbf3,,2.152835,0.0,1209488620.18,692744.972168,1209488620.18
58,0xe1d39d2b30da977d470e0652239372b7ad4b7766,,1314033.477673,182898245.03,1015597551.06,769394.995617,1198495796.09
59,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,,3909232.5134719997,318447491.16,872169417.4399999,-1839115.5495919997,1190616908.6
